accession,label,offset,ar
0001171520-20-000486,OTHER,9,0.017605643155391613
0001171520-20-000486,OTHER,10,-0.0048728635520664705
0001171520-21-000013,EARNINGS,-10,-0.0365018175057013
0001171520-21-000013,EARNINGS,-9,0.07555899721659745
0001171520-21-000013,EARNINGS,-8,0.018472236323026713
0001171520-21-000013,EARNINGS,-7,-0.03751347163999915
0001171520-21-000013,EARNINGS,-6,0.007106492011146683
0001171520-21-000013,EARNINGS,-5,-0.013850951781488869
0001171520-21-000013,EARNINGS,-4,0.02449811407967553
0001171520-21-000013,EARNINGS,-3,-0.026002766157392332
0001171520-21-000013,EARNINGS,-2,-0.02348745436490601
0001171520-21-000013,EARNINGS,-1,0.009373279480370249
0001171520-21-000013,EARNINGS,0,0.01770896546737708
0001171520-21-000013,EARNINGS,1,-0.004766714808004243
0001171520-21-000013,EARNINGS,2,0.11224878104751357
0001171520-21-000013,EARNINGS,3,0.09173285824365264
0001171520-21-000013,EARNINGS,4,0.0048233888733057
0001171520-21-000013,EARNINGS,5,-0.016479421191465234
0001171520-21-000013,EARNINGS,6,0.15016258623937712
0001171520-21-000013,EARNINGS,7,0.02799210152690403
0001171520-21-000013,EARNINGS,8,0.053452104791719066
0001171520-21-000013,EARNINGS,9,-0.004284324472045936
0001171520-21-000013,EARNINGS,10,0.0046661309153631005
0001171520-21-000039,OTHER,-10,0.1483215999033671
0001171520-21-000039,OTHER,-9,0.026173379161074133
0001171520-21-000039,OTHER,-8,0.05161700468586394
0001171520-21-000039,OTHER,-7,-0.006187498433617307
0001171520-21-000039,OTHER,-6,0.0028612632380373114
0001171520-21-000039,OTHER,-5,-0.01696136728659807
0001171520-21-000039,OTHER,-4,-0.01730147112098265
0001171520-21-000039,OTHER,-3,-0.02983019551524915
0001171520-21-000039,OTHER,-2,0.023612753685032677
0001171520-21-000039,OTHER,-1,0.023682585127026378
0001171520-21-000039,OTHER,0,-0.02920266116854591
0001171520-21-000039,OTHER,1,0.05610731550541624
0001171520-21-000039,OTHER,2,0.004697788824641378
0001171520-21-000039,OTHER,3,0.003674896764176516
0001171520-21-000039,OTHER,4,-0.04623959199931066
0001171520-21-000039,OTHER,5,0.1304821865671466
0001171520-21-000039,OTHER,6,-0.004420718461694713
0001171520-21-000039,OTHER,7,-0.05212792098161503
0001171520-21-000039,OTHER,8,-0.06916485595001201
0001171520-21-000039,OTHER,9,-0.07386679668520241
0001171520-21-000039,OTHER,10,0.030285649628510727
0001171520-21-000094,NO_TEXT,-10,-0.029447585319623493
0001171520-21-000094,NO_TEXT,-9,0.05582948920136126
0001171520-21-000094,NO_TEXT,-8,0.004498938859631704
0001171520-21-000094,NO_TEXT,-7,0.0034737499292928032
0001171520-21-000094,NO_TEXT,-6,-0.04646128310524789
0001171520-21-000094,NO_TEXT,-5,0.1302272133496825
0001171520-21-000094,NO_TEXT,-4,-0.004617562854675041
0001171520-21-000094,NO_TEXT,-3,-0.05233573199091643
0001171520-21-000094,NO_TEXT,-2,-0.06932775763018897
0001171520-21-000094,NO_TEXT,-1,-0.07405462583377156
0001171520-21-000094,NO_TEXT,0,0.030157152541936086
0001171520-21-000094,NO_TEXT,1,-0.029176521748635796
0001171520-21-000094,NO_TEXT,2,-0.030846984860816138
0001171520-21-000094,NO_TEXT,3,-0.07638121820950235
0001171520-21-000094,NO_TEXT,4,0.08050793436894216
0001171520-21-000094,NO_TEXT,5,-0.02123135140812614
0001171520-21-000094,NO_TEXT,6,0.010462244972487477
0001171520-21-000094,NO_TEXT,7,-0.04879692986705372
0001171520-21-000094,NO_TEXT,8,-0.10274149407207642
0001171520-21-000094,NO_TEXT,9,-0.15543420333021182
0001171520-21-000094,NO_TEXT,10,0.012539788827014987
0001171520-21-000122,EARNINGS,-10,-0.0753763290343038
0001171520-21-000122,EARNINGS,-9,0.028951993228174187
0001171520-21-000122,EARNINGS,-8,-0.030556848623721704
0001171520-21-000122,EARNINGS,-7,-0.03242015257498372
0001171520-21-000122,EARNINGS,-6,-0.07726374070408608
0001171520-21-000122,EARNINGS,-5,0.07925283752666232
0001171520-21-000122,EARNINGS,-4,-0.023064554995816385
0001171520-21-000122,EARNINGS,-3,0.009259278092238525
0001171520-21-000122,EARNINGS,-2,-0.049892855188178195
0001171520-21-000122,EARNINGS,-1,-0.10385454097760001
0001171520-21-000122,EARNINGS,0,-0.15715247464872842
0001171520-21-000122,EARNINGS,1,0.011281268354125136
0001171520-21-000122,EARNINGS,2,0.0798248218340468
0001171520-21-000122,EARNINGS,3,-0.011759353926739251
0001171520-21-000122,EARNINGS,4,0.04685340442207428
0001171520-21-000122,EARNINGS,5,-0.020200019476466834
0001171520-21-000122,EARNINGS,6,0.055108065662515276
0001171520-21-000122,EARNINGS,7,-0.03701625650383447
0001171520-21-000122,EARNINGS,8,-0.009592903387617431
0001171520-21-000122,EARNINGS,9,-0.035903128916108834
0001171520-21-000122,EARNINGS,10,-0.009028524601890318
0001171520-21-000165,OTHER,-10,0.03763908735488676
0001171520-21-000165,OTHER,-9,0.06811290156314571
0001171520-21-000165,OTHER,-8,0.004291900889547402
0001171520-21-000165,OTHER,-7,0.02349612533169841
0001171520-21-000165,OTHER,-6,0.003855544465026589
0001171520-21-000165,OTHER,-5,-0.06432702133458311
0001171520-21-000165,OTHER,-4,0.03579216468093107
0001171520-21-000165,OTHER,-3,-0.03299478698694781
0001171520-21-000165,OTHER,-2,-0.038232222661055616
0001171520-21-000165,OTHER,-1,-0.07410307167697248
0001171520-21-000165,OTHER,0,0.028244294468535967
0001171520-21-000165,OTHER,1,-0.09051862585153081
0001171520-21-000165,OTHER,2,-0.07957308681563391
0001171520-21-000165,OTHER,3,-0.04454167328928858
0001171520-21-000165,OTHER,4,0.011315711783730937
0001171520-21-000165,OTHER,5,0.014209864124612889
0001171520-21-000165,OTHER,6,0.044249736466855635
0001171520-21-000165,OTHER,7,0.03708414533201421
0001171520-21-000165,OTHER,8,0.03877673225084585
0001171520-21-000165,OTHER,9,-0.016589582029484864
0001171520-21-000165,OTHER,10,0.029423198778756786
0001171520-21-000198,EARNINGS,-10,0.029640941148549448
0001171520-21-000198,EARNINGS,-9,-0.023782276376753744
0001171520-21-000198,EARNINGS,-8,-0.02054465590389589
0001171520-21-000198,EARNINGS,-7,-0.012037546187781223
0001171520-21-000198,EARNINGS,-6,-0.0741218411541835
0001171520-21-000198,EARNINGS,-5,-0.02519606524560636
0001171520-21-000198,EARNINGS,-4,-0.039020272147112824
0001171520-21-000198,EARNINGS,-3,0.007334751358323798
0001171520-21-000198,EARNINGS,-2,-0.08699874075462673
0001171520-21-000198,EARNINGS,-1,0.019612832167287268
0001171520-21-000198,EARNINGS,0,0.020047116111698987
0001171520-21-000198,EARNINGS,1,-0.04100803612255942
0001171520-21-000198,EARNINGS,2,0.015360390935415521
0001171520-21-000198,EARNINGS,3,-0.04007168788223218
0001171520-21-000198,EARNINGS,4,0.04949932864984522
0001171520-21-000198,EARNINGS,5,0.006256680536219625
0001171520-21-000198,EARNINGS,6,0.012006053665045112
0001171520-21-000198,EARNINGS,7,-0.04065444918154264
0001171520-21-000198,EARNINGS,8,-0.02415539402805782
0001171520-21-000198,EARNINGS,9,-0.019667088509807258
0001171520-21-000198,EARNINGS,10,-0.02487932432300545
0001171520-21-000210,NO_TEXT,-10,0.021567305074406684
0001171520-21-000210,NO_TEXT,-9,0.024168891644504142
0001171520-21-000210,NO_TEXT,-8,-0.04273662746170642
0001171520-21-000210,NO_TEXT,-7,0.013043787552349594
0001171520-21-000210,NO_TEXT,-6,-0.03923954600296136
0001171520-21-000210,NO_TEXT,-5,0.05139944225379477
0001171520-21-000210,NO_TEXT,-4,0.00710241134210168
0001171520-21-000210,NO_TEXT,-3,0.010498147817729314
0001171520-21-000210,NO_TEXT,-2,-0.04012586502383287
0001171520-21-000210,NO_TEXT,-1,-0.025564115789212985
0001171520-21-000210,NO_TEXT,0,-0.01889230364600795
0001171520-21-000210,NO_TEXT,1,-0.024843857113701483
0001171520-21-000210,NO_TEXT,2,0.010536020443115884
0001171520-21-000210,NO_TEXT,3,0.002893066764667225
0001171520-21-000210,NO_TEXT,4,-0.004961021056687844
0001171520-21-000210,NO_TEXT,5,-0.03337461276650326
0001171520-21-000210,NO_TEXT,6,-0.005465884579972355
0001171520-21-000210,NO_TEXT,7,-0.02252384008911807
0001171520-21-000210,NO_TEXT,8,0.0672569152993963
0001171520-21-000210,NO_TEXT,9,-0.019126172008118263
0001171520-21-000210,NO_TEXT,10,0.06602219208315885
0001171520-21-000229,OTHER,-10,0.011530253044831115
0001171520-21-000229,OTHER,-9,-0.038901515168992554
0001171520-21-000229,OTHER,-8,-0.024522647585777158
0001171520-21-000229,OTHER,-7,-0.0176447124479868
0001171520-21-000229,OTHER,-6,-0.023666057491832548
0001171520-21-000229,OTHER,-5,0.011738054155396443
0001171520-21-000229,OTHER,-4,0.004074115837108771
0001171520-21-000229,OTHER,-3,-0.003735641600270727
0001171520-21-000229,OTHER,-2,-0.03218997738746501
0001171520-21-000229,OTHER,-1,-0.0041935027483717986
0001171520-21-000229,OTHER,0,-0.021464964102133267
0001171520-21-000229,OTHER,1,0.06848378042436505
0001171520-21-000229,OTHER,2,-0.017918961179190514
0001171520-21-000229,OTHER,3,0.06725772101290704
0001171520-21-000229,OTHER,4,-0.030540769554502488
0001171520-21-000229,OTHER,5,-0.024426241208048413
0001171520-21-000229,OTHER,6,-0.039999613987624874
0001171520-21-000229,OTHER,7,0.007622524077941309
0001171520-21-000229,OTHER,8,-0.01829678924400714
0001171520-21-000229,OTHER,9,0.01039565659147623
0001171520-21-000229,OTHER,10,-0.015596752527820263
0001171520-21-000261,OTHER,-10,-0.040701148093799884
0001171520-21-000261,OTHER,-9,0.006961227887174857
0001171520-21-000261,OTHER,-8,-0.01892104885562496
0001171520-21-000261,OTHER,-7,0.00971951399797707
0001171520-21-000261,OTHER,-6,-0.0161429036061775
0001171520-21-000261,OTHER,-5,-0.02559513090525218
0001171520-21-000261,OTHER,-4,-0.02029401951934133
0001171520-21-000261,OTHER,-3,0.018922960674863
0001171520-21-000261,OTHER,-2,0.030462359011681702
0001171520-21-000261,OTHER,-1,0.00347074669100271
0001171520-21-000261,OTHER,0,-0.050936673345675025
0001171520-21-000261,OTHER,1,-0.037343393643496765
0001171520-21-000261,OTHER,2,0.003881725276032569
0001171520-21-000261,OTHER,3,-0.04237756421494998
0001171520-21-000261,OTHER,4,-0.03405365234610137
0001171520-21-000261,OTHER,5,-0.01938180788273146
0001171520-21-000261,OTHER,6,-0.028315021764463585
0001171520-21-000261,OTHER,7,0.021174485128585385
0001171520-21-000261,OTHER,8,0.012926487857927379
0001171520-21-000261,OTHER,9,-0.004601397156747795
0001171520-21-000261,OTHER,10,-0.013677222060807234
0001171520-21-000304,OTHER,-10,-0.04073233931343617
0001171520-21-000304,OTHER,-9,-0.03230804551700221
0001171520-21-000304,OTHER,-8,-0.018087150988187944
0001171520-21-000304,OTHER,-7,-0.02676520284642241
0001171520-21-000304,OTHER,-6,0.022167701989606693
0001171520-21-000304,OTHER,-5,0.014816530727207823
0001171520-21-000304,OTHER,-4,-0.0030492968268433594
0001171520-21-000304,OTHER,-3,-0.012458214307299618
0001171520-21-000304,OTHER,-2,-0.0903082808453205
0001171520-21-000304,OTHER,-1,-0.01578516142151466
0001171520-21-000304,OTHER,0,-0.007521714561337748
0001171520-21-000304,OTHER,1,0.00989953987847318
0001171520-21-000304,OTHER,2,0.01628489497520351
0001171520-21-000304,OTHER,3,0.007063797004957233
0001171520-21-000304,OTHER,4,0.03686914988648102
0001171520-21-000304,OTHER,5,0.08153652603251466
0001171520-21-000304,OTHER,6,0.006448341096971432
0001171520-21-000304,OTHER,7,-0.013934515439597298
0001171520-21-000304,OTHER,8,-0.015591192151988953
0001171520-21-000304,OTHER,9,0.03243547782230838
0001171520-21-000304,OTHER,10,0.0647642299519625
0001171520-21-000432,OTHER,-10,-0.0289980759696228
0001171520-21-000432,OTHER,-9,0.01507360068867308
0001171520-21-000432,OTHER,-8,-0.04714709545157078
0001171520-21-000432,OTHER,-7,-0.04416094613735849
0001171520-21-000432,OTHER,-6,-0.012031546471326706
0001171520-21-000432,OTHER,-5,-0.020150549549626966
0001171520-21-000432,OTHER,-4,0.012432759012471213
0001171520-21-000432,OTHER,-3,-0.024026371325865208
0001171520-21-000432,OTHER,-2,0.01432258270676037
0001171520-21-000432,OTHER,-1,0.015650607040128134
0001171520-21-000432,OTHER,0,0.014718459928616241
0001171520-21-000432,OTHER,1,0.03857512908551783
0001171520-21-000432,OTHER,2,-0.03637403495001451
0001171520-21-000432,OTHER,3,0.0037630086090906546
0001171520-21-000432,OTHER,4,-0.06887790274160219
0001171520-21-000432,OTHER,5,-0.009375558670081505
0001171520-21-000432,OTHER,6,-0.03251799761131942
0001171520-21-000432,OTHER,7,-0.019996368774911694
0001171520-21-000432,OTHER,8,-0.03533131163595119
0001171520-21-000432,OTHER,9,-0.05592910581020859
0001171520-21-000432,OTHER,10,0.017087307806277267
0001171520-22-000183,EARNINGS,-10,-0.0026772830051610685
0001171520-22-000183,EARNINGS,-9,0.04542596172487759
0001171520-22-000183,EARNINGS,-8,-0.020921882495566986
0001171520-22-000183,EARNINGS,-7,0.006169722815264792
0001171520-22-000183,EARNINGS,-6,-0.013366653897758624
0001171520-22-000183,EARNINGS,-5,0.01860735105093751
0001171520-22-000183,EARNINGS,-4,0.07416089572018056
0001171520-22-000183,EARNINGS,-3,-0.010844949859428146
0001171520-22-000183,EARNINGS,-2,0.01694370521766163
0001171520-22-000183,EARNINGS,-1,0.0023294796091299884
0001171520-22-000183,EARNINGS,0,0.0003561525190276735
0001171520-22-000183,EARNINGS,1,0.025000708891113107
0001171520-22-000183,EARNINGS,2,0.06442528262052916
0001171520-22-000183,EARNINGS,3,0.012813527779314063
0001171520-22-000183,EARNINGS,4,-0.028383687614780977
0001171520-22-000183,EARNINGS,5,-0.012112763026898739
0001171520-22-000183,EARNINGS,6,-0.009910295783434095
0001171520-22-000183,EARNINGS,7,-0.047132334394089065
0001171520-22-000183,EARNINGS,8,0.01594309331684764
0001171520-22-000183,EARNINGS,9,-0.024596958551240757
0001171520-22-000183,EARNINGS,10,0.04103905308213524
0001171520-22-000319,OTHER,-10,-0.017450227178870827
0001171520-22-000319,OTHER,-9,0.03621963726845764
0001171520-22-000319,OTHER,-8,-0.04522957562595889
0001171520-22-000319,OTHER,-7,0.0956541588023713
0001171520-22-000319,OTHER,-6,0.06625303938886191
0001171520-22-000319,OTHER,-5,0.057047747119611705
0001171520-22-000319,OTHER,-4,0.010796371662441663
0001171520-22-000319,OTHER,-3,0.002213845803001699
0001171520-22-000319,OTHER,-2,0.0011238327800467962
0001171520-22-000319,OTHER,-1,0.1373507518866221
0001171520-22-000319,OTHER,0,0.03382389890984499
0001171520-22-000319,OTHER,1,-0.044448158543695486
0001171520-22-000319,OTHER,2,-0.019957618122235996
0001171520-22-000319,OTHER,3,0.04345052971644989
0001171520-22-000319,OTHER,4,0.00840546805141297
0001171520-22-000319,OTHER,5,0.013560332533780677
0001171520-22-000319,OTHER,6,0.029626205502123373
0001171520-22-000319,OTHER,7,0.028368994787364106
0001171520-22-000319,OTHER,8,0.02327144523260445
0001171520-22-000319,OTHER,9,-0.10313822988501659
0001171520-22-000319,OTHER,10,0.14385836252363135
0001171520-22-000364,OTHER,-10,0.03421485007975281
0001171520-22-000364,OTHER,-9,-0.043666188964219824
0001171520-22-000364,OTHER,-8,-0.019420088866854857
0001171520-22-000364,OTHER,-7,0.04382261191285776
0001171520-22-000364,OTHER,-6,0.008709747331725463
0001171520-22-000364,OTHER,-5,0.014312278870057003
0001171520-22-000364,OTHER,-4,0.03041493029968892
0001171520-22-000364,OTHER,-3,0.028754997831843345
0001171520-22-000364,OTHER,-2,0.024183704276236256
0001171520-22-000364,OTHER,-1,-0.10251475669456205
0001171520-22-000364,OTHER,0,0.14438464972171366
0001171520-22-000364,OTHER,1,-0.005618741918735046
0001171520-22-000364,OTHER,2,0.04361450774325232
0001171520-22-000364,OTHER,3,0.01622726659408126
0001171520-22-000364,OTHER,4,-0.01797388503468117
0001171520-22-000364,OTHER,5,-0.04565745455232327
0001171520-22-000364,OTHER,6,0.025055580228649028
0001171520-22-000364,OTHER,7,-0.014970808622279633
0001171520-22-000364,OTHER,8,0.019053428483006844
0001171520-22-000364,OTHER,9,-0.027944468191381827
0001171520-22-000364,OTHER,10,0.06271514723589641
0001285550-22-000054,OTHER,-10,-0.01787509635642317
0001285550-22-000054,OTHER,-9,0.03843948197686925
0001285550-22-000054,OTHER,-8,-0.025279874741727108
0001285550-22-000054,OTHER,-7,-0.02804151784604726
0001285550-22-000054,OTHER,-6,0.029800381329284087
0001285550-22-000054,OTHER,-5,0.015766416724372328
0001285550-22-000054,OTHER,-4,-0.022684642892759888
0001285550-22-000054,OTHER,-3,-0.012198863752914773
0001285550-22-000054,OTHER,-2,-0.019891395851369516
0001285550-22-000054,OTHER,-1,-0.004129323475027542
0001285550-22-000054,OTHER,0,-0.020483300871914467
0001285550-22-000054,OTHER,1,-0.030829070722288125
0001285550-22-000054,OTHER,2,0.08140449531559997
0001285550-22-000054,OTHER,3,-0.05715146231174571
0001285550-22-000054,OTHER,4,0.03505662344195134
0001285550-22-000054,OTHER,5,0.0026296980558574226
0001285550-22-000054,OTHER,6,0.011093027752390322
0001285550-22-000054,OTHER,7,0.04126150786997466
0001285550-22-000054,OTHER,8,0.00945864066906859
0001285550-22-000054,OTHER,9,-0.03608426363966165
0001285550-22-000054,OTHER,10,-0.00929215816686387
0001285550-23-000019,EARNINGS,-10,-0.0238335301399119
0001285550-23-000019,EARNINGS,-9,0.03502406035595429
0001285550-23-000019,EARNINGS,-8,0.0030407695782139693
0001285550-23-000019,EARNINGS,-7,-0.05860357887449408
0001285550-23-000019,EARNINGS,-6,0.016737487934668536
0001285550-23-000019,EARNINGS,-5,-0.009900545310709021
0001285550-23-000019,EARNINGS,-4,-0.040479977734597716
0001285550-23-000019,EARNINGS,-3,0.023059528229629086
0001285550-23-000019,EARNINGS,-2,0.021959837834619817
0001285550-23-000019,EARNINGS,-1,0.07612028429361148
0001285550-23-000019,EARNINGS,0,-0.11307593348506362
0001285550-23-000019,EARNINGS,1,-0.014297330705339402
0001285550-23-000019,EARNINGS,2,-0.029802432338950625
0001285550-23-000019,EARNINGS,3,0.019633950950798954
0001285550-23-000019,EARNINGS,4,-0.0024472464267838827
0001285550-23-000019,EARNINGS,5,0.024830979635524934
0001285550-23-000019,EARNINGS,6,0.008191095858111213
0001285550-23-000019,EARNINGS,7,-0.017440738911541097
0001285550-23-000019,EARNINGS,8,-0.018227859246621576
0001285550-23-000019,EARNINGS,9,-0.02849279334018969
0001285550-23-000019,EARNINGS,10,-0.038013386841593694
0001285550-23-000048,OTHER,-10,-0.019101675100612184
0001285550-23-000048,OTHER,-9,0.021774275706521046
0001285550-23-000048,OTHER,-8,-0.05120938150553271
0001285550-23-000048,OTHER,-7,-0.014311087526640032
0001285550-23-000048,OTHER,-6,-0.0040904350484599165
0001285550-23-000048,OTHER,-5,-0.01070353835989685
0001285550-23-000048,OTHER,-4,-0.016398275801935393
0001285550-23-000048,OTHER,-3,-0.06143791567744776
0001285550-23-000048,OTHER,-2,0.0035902279665962693
0001285550-23-000048,OTHER,-1,-0.004064057980364077
0001285550-23-000048,OTHER,0,0.0007944088763107635
0001285550-23-000048,OTHER,1,-0.026340033264476745
0001285550-23-000048,OTHER,2,-0.018341650763984044
0001285550-23-000048,OTHER,3,-0.008501462753330188
0001285550-23-000048,OTHER,4,-0.025574711557348626
0001285550-23-000048,OTHER,5,0.0010058116045837916
0001285550-23-000048,OTHER,6,-0.015887443256067307
0001285550-23-000048,OTHER,7,-0.011875997053719584
0001285550-23-000048,OTHER,8,-0.11657928876569906
0001285550-23-000048,OTHER,9,0.009923305823768287
0001285550-23-000048,OTHER,10,0.008387725002681055
0001285550-24-000107,OTHER,-10,-0.015710571909101613
0001285550-24-000107,OTHER,-9,-0.014041833921461425
0001285550-24-000107,OTHER,-8,0.07253936594672834
0001285550-24-000107,OTHER,-7,-0.012689840905001299
0001285550-24-000107,OTHER,-6,0.008973980708109092
0001285550-24-000107,OTHER,-5,0.023168911924673907
0001285550-24-000107,OTHER,-4,0.05215679800336646
0001285550-24-000107,OTHER,-3,-0.0330404172699266
0001285550-24-000107,OTHER,-2,0.025938658486630697
0001285550-24-000107,OTHER,-1,-0.011521842358287517
0001285550-24-000107,OTHER,0,0.08686209410131915
0001285550-24-000107,OTHER,1,-0.00534247385461714
0001285550-24-000107,OTHER,2,0.04870641686307778
